"id_order","product_id","product_name","product_quantity","product_price","total_price_tax_incl","total_price_tax_excl","id_product","id_manufacturer","name","location","city","current_state","name","preorder","invoice_date","delivery_date","total_paid","total_paid_tax_excl","total_paid_real","total_shipping","category","date_invoice","date_delivery"
"36304","27062","Knife and Candle","1","1.000000","1.000000","1.000000","27062","75","CZW_3166","BTM Layout","Bangalore","106","Delivered - Shipsy","1","2023-04-17 09:24:02","2023-04-17 10:00:00","684.820000","550.000000","684.820000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36304","58281","Rectangle Shape Photo Cake - Select Weight : 500 gms (Serves 4-6), Select Flavour : Pineapple, Select Variant : Eggless","1","749.000000","883.820000","749.000000","58281","75","CZW_3166","BTM Layout","Bangalore","106","Delivered - Shipsy","1","2023-04-17 09:24:02","2023-04-17 10:00:00","684.820000","550.000000","684.820000","0.000000","Photo Cakes","2023-04-17","2023-04-17"
"36305","30701","Chocolate Truffle Eggless Cake - Select Weight : 500 gms (Serves 4-6)","1","549.000000","647.820000","549.000000","30701","89","CZW_11701","Whitefield","Bangalore","106","Delivered - Shipsy","0","2023-04-17 09:33:43","2023-04-17 09:33:43","547.820000","449.000000","547.820000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36306","33255","Rasmalai Cake - Select Weight : 1 Kg (Serves 9-10)","1","989.000000","1167.020000","989.000000","33255","163","CZW_60497","Ernakulam","Cochin","73","Processed","0","2023-04-17 09:52:30","2023-04-17 09:52:30","968.020000","790.000000","968.020000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-17"
"36306","32840","Knife and Candle","1","1.000000","1.000000","1.000000","32840","163","CZW_60497","Ernakulam","Cochin","73","Processed","0","2023-04-17 09:52:30","2023-04-17 09:52:30","968.020000","790.000000","968.020000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36307","55743","Red Velvet Cheesecake [500gm]","1","1059.000000","1249.620000","1059.000000","55743","104","CZW_57274","Malviya Nagar","Delhi","93","Dispatching","1","2023-04-17 10:09:37","2023-04-17 11:00:00","749.620000","559.000000","749.620000","0.000000","Cheesecakes [500gm]","2023-04-17","2023-04-17"
"36308","32142","Dark Chocolate Pinata Heart Shape Dome Cake - Select Cake : Chocolate Truffle Cake","1","709.000000","836.620000","709.000000","32142","75","CZW_3166","BTM Layout","Bangalore","106","Delivered - Shipsy","0","2023-04-17 10:24:22","2023-04-17 10:24:23","726.640000","547.000000","726.640000","0.000000","Pinata Cakes","2023-04-17","2023-04-17"
"36308","58529","To My Better Half Greeting Card","1","49.000000","49.000000","49.000000","58529","75","CZW_3166","BTM Layout","Bangalore","106","Delivered - Shipsy","0","2023-04-17 10:24:22","2023-04-17 10:24:23","726.640000","547.000000","726.640000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36308","32258","French Blueberry Cheesecake Jar","1","289.000000","341.020000","289.000000","32258","75","CZW_3166","BTM Layout","Bangalore","106","Delivered - Shipsy","0","2023-04-17 10:24:22","2023-04-17 10:24:23","726.640000","547.000000","726.640000","0.000000","Cheesecake Jars","2023-04-17","2023-04-17"
"36309","39666","Chocolate Truffle Cake - Select Weight : 500 gms (Serves 4-6)","1","539.000000","636.020000","539.000000","39666","91","CZW_58339","Varthur Road","Bangalore","94","Receiving","0","2023-04-17 10:35:16","2023-04-17 10:35:16","1515.440000","1208.000000","1515.440000","0.000000","Egg Cakes","2023-04-17","2023-04-17"
"36309","39797","Kaju Barfi Cake - Select Weight : 1 Kg (Serves 9-10)","1","1169.000000","1379.420000","1169.000000","39797","91","CZW_58339","Varthur Road","Bangalore","94","Receiving","0","2023-04-17 10:35:16","2023-04-17 10:35:16","1515.440000","1208.000000","1515.440000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-17"
"36310","39666","Chocolate Truffle Cake - Select Weight : 500 gms (Serves 4-6)","1","539.000000","636.020000","539.000000","39666","91","CZW_58339","Varthur Road","Bangalore","106","Delivered - Shipsy","1","2023-04-17 11:02:41","2023-04-17 18:00:00","536.020000","439.000000","536.020000","0.000000","Egg Cakes","2023-04-17","2023-04-17"
"36311","31851","Layered Chocolate Truffle Eggless Cake - Select Weight : 500 gms (Serves 4-6)","1","629.000000","742.220000","629.000000","31851","75","CZW_3166","BTM Layout","Bangalore","106","Delivered - Shipsy","1","2023-04-17 11:10:15","2023-04-17 14:00:00","542.220000","429.000000","542.220000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36312","87943","Knife and Candle","1","1.000000","1.000000","1.000000","87943","173","CZW_62180","Kakinada","Kakinada","93","Dispatching","1","2023-04-17 11:23:23","2023-04-17 13:00:00","507.820000","400.000000","507.820000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36312","90693","Dark Chocolate Pinata Heart Shape Dome Cake - Select Cake : Butterscotch Cake","1","599.000000","706.820000","599.000000","90693","173","CZW_62180","Kakinada","Kakinada","93","Dispatching","1","2023-04-17 11:23:23","2023-04-17 13:00:00","507.820000","400.000000","507.820000","0.000000","Pinata Cakes","2023-04-17","2023-04-17"
"36313","31777","Butterscotch Overload Eggless Cake - Select Size : 500 gms (Serves 4-6)","1","479.000000","565.220000","479.000000","31777","75","CZW_3166","BTM Layout","Bangalore","106","Delivered - Shipsy","1","2023-04-17 11:33:35","2023-04-17 13:00:00","465.220000","379.000000","465.220000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36322","26537","Red Velvet Jar cake - Select Jar : Mini Jar (200 ml)","1","149.000000","175.820000","149.000000","26537","130","CZW_51907","Andheri","Mumbai","93","Dispatching","1","2023-04-17 14:20:27","2023-04-17 12:00:00","136.420000","109.600000","136.420000","50.000000","Dessert Jars","2023-04-17","2023-04-17"
"36314","87656","Knife and Candle","1","1.000000","1.000000","1.000000","87656","90","CZW_45220","yelahanka","Bangalore","93","Dispatching","0","2023-04-17 11:45:25","2023-04-17 11:45:25","791.020000","640.000000","791.020000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36314","88503","Black Forest Cake - Select Weight : 1 Kg (Serves 9-10)","1","839.000000","990.020000","839.000000","88503","90","CZW_45220","yelahanka","Bangalore","93","Dispatching","0","2023-04-17 11:45:25","2023-04-17 11:45:25","791.020000","640.000000","791.020000","0.000000","Egg Cakes","2023-04-17","2023-04-17"
"36315","28827","Choco Mousse Cheesecake Slice","1","319.000000","376.420000","319.000000","28827","153","CZW_41709","Benz Circle","Vijayawada","93","Dispatching","0","2023-04-17 12:49:56","2023-04-17 12:49:56","413.440000","304.000000","413.440000","0.000000","Cheesecake Slices","2023-04-17","2023-04-17"
"36315","28786","Choco Mousse Cheesecake Jar","1","289.000000","341.020000","289.000000","28786","153","CZW_41709","Benz Circle","Vijayawada","93","Dispatching","0","2023-04-17 12:49:56","2023-04-17 12:49:56","413.440000","304.000000","413.440000","0.000000","Cheesecake Jars","2023-04-17","2023-04-17"
"36316","32559","Mango Fruit Eggless Cake - Select Weight : 500 gms (Serves 4-6)","1","489.000000","577.020000","489.000000","32559","76","CZW_3174","E.city","Bangalore","106","Delivered - Shipsy","1","2023-04-17 13:00:14","2023-04-18 09:00:00","627.020000","539.000000","627.020000","0.000000","Eggless Cakes","2023-04-17","2023-04-18"
"36316","58082","To My Better Half Greeting Card","1","49.000000","49.000000","49.000000","58082","76","CZW_3174","E.city","Bangalore","106","Delivered - Shipsy","1","2023-04-17 13:00:14","2023-04-18 09:00:00","627.020000","539.000000","627.020000","0.000000","Optional Addons","2023-04-17","2023-04-18"
"36316","31993","Knife and Candle","1","1.000000","1.000000","1.000000","31993","76","CZW_3174","E.city","Bangalore","106","Delivered - Shipsy","1","2023-04-17 13:00:14","2023-04-18 09:00:00","627.020000","539.000000","627.020000","0.000000","Optional Addons","2023-04-17","2023-04-18"
"36317","34272","French Blueberry Cheesecake Jar","1","289.000000","341.020000","289.000000","34272","79","CZW_3165","Indiranagar","Bangalore","106","Delivered - Shipsy","0","2023-04-17 13:00:42","2023-04-17 13:00:42","246.520000","194.500000","246.520000","50.000000","Cheesecake Jars","2023-04-17","2023-04-17"
"36318","32181","Butterscotch Overload Eggless Cake - Select Size : 500 gms (Serves 4-6)","1","479.000000","565.220000","479.000000","32181","76","CZW_3174","E.city","Bangalore","93","Dispatching","1","2023-04-17 13:18:42","2023-04-17 19:00:00","565.220000","479.000000","565.220000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36319","50756","Knife and Candle","1","1.000000","1.000000","1.000000","50756","80","CZW_55003","J.P Nagar","Bangalore","106","Delivered - Shipsy","1","2023-04-17 13:23:30","2023-04-19 19:00:00","515.220000","429.000000","515.220000","0.000000","Optional Addons","2023-04-17","2023-04-19"
"36319","58298","To My Better Half Greeting Card","1","49.000000","49.000000","49.000000","58298","80","CZW_55003","J.P Nagar","Bangalore","106","Delivered - Shipsy","1","2023-04-17 13:23:30","2023-04-19 19:00:00","515.220000","429.000000","515.220000","0.000000","Optional Addons","2023-04-17","2023-04-19"
"36319","50861","Butterscotch Overload Eggless Cake - Select Size : 500 gms (Serves 4-6)","1","479.000000","565.220000","479.000000","50861","80","CZW_55003","J.P Nagar","Bangalore","106","Delivered - Shipsy","1","2023-04-17 13:23:30","2023-04-19 19:00:00","515.220000","429.000000","515.220000","0.000000","Eggless Cakes","2023-04-17","2023-04-19"
"36320","27615","Gulab Jamun Red Velvet Cake - Select Weight : 1 Kg (Serves 9-10)","1","1689.000000","1993.020000","1689.000000","27615","100","CZW_58549","Mogappair","Chennai","106","Delivered - Shipsy","0","2023-04-17 13:40:09","2023-04-17 13:40:09","1993.020000","1689.000000","1993.020000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-17"
"36321","26042","Chocolate Truffle Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","939.000000","1108.020000","939.000000","26042","87","CZW_3179","Rajaji nagar","Bangalore","93","Dispatching","0","2023-04-17 13:52:03","2023-04-17 13:52:03","713.040000","528.000000","713.040000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36321","25995","Black Forest Cupcake","1","89.000000","105.020000","89.000000","25995","87","CZW_3179","Rajaji nagar","Bangalore","93","Dispatching","0","2023-04-17 13:52:03","2023-04-17 13:52:03","713.040000","528.000000","713.040000","0.000000","Cupcakes","2023-04-17","2023-04-17"
"36323","26545","Chocolate Jar Cake - Select Jar : Mini Jar (200 ml)","1","149.000000","175.820000","149.000000","26545","142","CZW_59023","Bandra","Mumbai","93","Dispatching","0","2023-04-17 14:21:23","2023-04-17 14:21:23","724.840000","538.000000","724.840000","0.000000","Dessert Jars","2023-04-17","2023-04-17"
"36323","26494","Mango Fruit Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","889.000000","1049.020000","889.000000","26494","142","CZW_59023","Bandra","Mumbai","93","Dispatching","0","2023-04-17 14:21:23","2023-04-17 14:21:23","724.840000","538.000000","724.840000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36324","40664","Butterscotch Overload Eggless Cake - Select Size : 500 gms (Serves 4-6)","1","479.000000","565.220000","479.000000","40664","149","CZW_56306","Ramtekdi","Pune","93","Dispatching","0","2023-04-17 14:33:12","2023-04-17 14:33:13","465.220000","379.000000","465.220000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36325","40980","Rasmalai Cake - Select Weight : 500 gms (Serves 4-6)","1","549.000000","647.820000","549.000000","40980","84","CZW_11700","kudlu","Bangalore","106","Delivered - Shipsy","0","2023-04-17 14:43:36","2023-04-17 14:43:36","647.820000","549.000000","647.820000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-17"
"36326","30695","Butterscotch Overload Eggless Cake - Select Size : 500 gms (Serves 4-6)","1","479.000000","565.220000","479.000000","30695","74","CZW_3173","Bellandur","Bangalore","106","Delivered - Shipsy","0","2023-04-17 15:10:49","2023-04-17 15:10:49","565.220000","479.000000","565.220000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36327","32130","Mango Gateaux Cake - Select Weight : 1 Kg (Serves 9-10)","1","999.000000","1178.820000","999.000000","32130","76","CZW_3174","E.city","Bangalore","93","Dispatching","1","2023-04-17 15:15:12","2023-04-17 17:00:00","679.820000","500.000000","679.820000","0.000000","Egg Cakes","2023-04-17","2023-04-17"
"36327","31993","Knife and Candle","1","1.000000","1.000000","1.000000","31993","76","CZW_3174","E.city","Bangalore","93","Dispatching","1","2023-04-17 15:15:12","2023-04-17 17:00:00","679.820000","500.000000","679.820000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36328","30724","Death by Chocolate Eggless Cake - Select Size : 500 gms (Serves 4-6)","1","549.000000","647.820000","549.000000","30724","74","CZW_3173","Bellandur","Bangalore","106","Delivered - Shipsy","0","2023-04-17 15:20:48","2023-04-17 15:20:49","547.820000","449.000000","547.820000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36329","32028","Pineapple Vanilla Cake - Select Weight : 500 gms (Serves 4-6)","1","479.000000","565.220000","479.000000","32028","78","CZW_55007","Hennur","Bangalore","93","Dispatching","0","2023-04-17 15:31:51","2023-04-17 15:31:51","465.220000","379.000000","465.220000","0.000000","Egg Cakes","2023-04-17","2023-04-17"
"36330","55282","Red Velvet Cheesecake [500gm]","1","1059.000000","1249.620000","1059.000000","55282","78","CZW_55007","Hennur","Bangalore","93","Dispatching","0","2023-04-17 15:43:07","2023-04-17 15:43:07","749.620000","559.000000","749.620000","0.000000","Cheesecakes [500gm]","2023-04-17","2023-04-17"
"36331","34550","Knife and Candle","1","1.000000","1.000000","1.000000","34550","115","CZW_8942","BANJARA HILLS","Hyderabad","106","Delivered - Shipsy","1","2023-04-17 15:51:55","2023-04-17 21:00:00","548.820000","450.000000","548.820000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36331","34964","Rasmalai Cake - Select Weight : 500 gms (Serves 4-6)","1","549.000000","647.820000","549.000000","34964","115","CZW_8942","BANJARA HILLS","Hyderabad","106","Delivered - Shipsy","1","2023-04-17 15:51:55","2023-04-17 21:00:00","548.820000","450.000000","548.820000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-17"
"36332","41981","Dark Chocolate Pinata Heart Shape Dome Cake - Select Cake : Red Velvet Cake","1","969.000000","1143.420000","969.000000","41981","141","CZW_59017","Lower Parel","Mumbai","93","Dispatching","0","2023-04-17 15:52:57","2023-04-17 15:52:57","679.420000","505.000000","679.420000","0.000000","Pinata Cakes","2023-04-17","2023-04-17"
"36332","41300","Knife and Candle","1","1.000000","1.000000","1.000000","41300","141","CZW_59017","Lower Parel","Mumbai","93","Dispatching","0","2023-04-17 15:52:57","2023-04-17 15:52:57","679.420000","505.000000","679.420000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36332","41302","Sparkle Candle","1","35.000000","35.000000","35.000000","41302","141","CZW_59017","Lower Parel","Mumbai","93","Dispatching","0","2023-04-17 15:52:57","2023-04-17 15:52:57","679.420000","505.000000","679.420000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36333","39296","Knife and Candle","1","1.000000","1.000000","1.000000","39296","187","CZW_66692","Wagholi","Pune","93","Dispatching","0","2023-04-17 15:58:09","2023-04-17 15:58:09","648.820000","550.000000","648.820000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36333","39884","Happy Anniversary Fondant Cake - Select Weight : 500 Grams (Serves 4-6), Select Flavour : Butterscotch","1","549.000000","647.820000","549.000000","39884","187","CZW_66692","Wagholi","Pune","93","Dispatching","0","2023-04-17 15:58:09","2023-04-17 15:58:09","648.820000","550.000000","648.820000","0.000000","Anniversary Special Cakes","2023-04-17","2023-04-17"
"36334","48633","Gulab Jamun Vanilla Mini Cake - 300 Gms","1","479.000000","565.220000","479.000000","48633","82","CZW_41103","kengeri","Bangalore","93","Dispatching","0","2023-04-17 16:01:02","2023-04-17 16:01:02","465.220000","379.000000","465.220000","0.000000","Premium Mini Cakes (300 gm)","2023-04-17","2023-04-17"
"36335","87668","Paper Popper","1","119.000000","119.000000","119.000000","87668","86","CZW_3170","Mahadevpura","Bangalore","93","Dispatching","0","2023-04-17 16:04:38","2023-04-17 16:04:38","674.020000","523.000000","674.020000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36335","87702","Magic Candles","1","65.000000","65.000000","65.000000","87702","86","CZW_3170","Mahadevpura","Bangalore","93","Dispatching","0","2023-04-17 16:04:38","2023-04-17 16:04:38","674.020000","523.000000","674.020000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36335","89926","Round Shape Photo Cake - Select Weight : 500 gms (Serves 4-6), Select Flavour : Red Velvet, Select Variant : Eggless","1","839.000000","990.020000","839.000000","89926","86","CZW_3170","Mahadevpura","Bangalore","93","Dispatching","0","2023-04-17 16:04:38","2023-04-17 16:04:38","674.020000","523.000000","674.020000","0.000000","Photo Cakes","2023-04-17","2023-04-17"
"36336","34842","Knife and Candle","1","1.000000","1.000000","1.000000","34842","118","CZW_3181","KPHB","Hyderabad","93","Dispatching","0","2023-04-17 16:06:47","2023-04-17 16:06:47","543.220000","430.000000","543.220000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36336","35157","Layered Chocolate Truffle Eggless Cake - Select Weight : 500 gms (Serves 4-6)","1","629.000000","742.220000","629.000000","35157","118","CZW_3181","KPHB","Hyderabad","93","Dispatching","0","2023-04-17 16:06:47","2023-04-17 16:06:47","543.220000","430.000000","543.220000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36337","62346","Rasmalai Cake - Select Weight : 500 gms (Serves 4-6)","1","549.000000","647.820000","549.000000","62346","166","CZW_61419","Kadugudi","Bangalore","93","Dispatching","0","2023-04-17 16:20:15","2023-04-17 16:20:15","547.820000","449.000000","547.820000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-17"
"36338","36466","Chocolate Jar Cake - Select Jar : Mini Jar (200 ml)","1","149.000000","175.820000","149.000000","36466","94","CZW_54999","Pammal","Chennai","73","Processed","0","2023-04-17 16:27:00","2023-04-17 16:27:01","266.240000","218.000000","266.240000","50.000000","Dessert Jars","2023-04-17","2023-04-17"
"36338","36543","Death By Chocolate Pastry","1","119.000000","140.420000","119.000000","36543","94","CZW_54999","Pammal","Chennai","73","Processed","0","2023-04-17 16:27:00","2023-04-17 16:27:01","266.240000","218.000000","266.240000","50.000000","Pastries","2023-04-17","2023-04-17"
"36339","58821","Mango Bomb Cake - 500 grams","1","1399.000000","1650.820000","1399.000000","58821","78","CZW_55007","Hennur","Bangalore","106","Delivered - Shipsy","1","2023-04-17 16:27:17","2023-04-17 21:00:00","1450.820000","1199.000000","1450.820000","0.000000","Bomb Cakes","2023-04-17","2023-04-17"
"36340","34244","Black Forest Cake - Select Weight : 500 gms (Serves 4-6)","1","539.000000","636.020000","539.000000","34244","146","CZW_44261","Kothrud","Pune","98","Rider Assigned","1","2023-04-17 16:32:27","2023-04-17 17:00:00","536.020000","439.000000","536.020000","0.000000","Egg Cakes","2023-04-17","2023-04-17"
"36341","34096","Red Velvet Heart Cake - Select Weight : 500 gms (Serves 4-6)","1","579.000000","683.220000","579.000000","34096","79","CZW_3165","Indiranagar","Bangalore","93","Dispatching","1","2023-04-17 16:33:20","2023-04-17 22:00:00","568.220000","464.000000","568.220000","0.000000","Anniversary Special Cakes","2023-04-17","2023-04-17"
"36341","33521","Knife and Candle","1","1.000000","1.000000","1.000000","33521","79","CZW_3165","Indiranagar","Bangalore","93","Dispatching","1","2023-04-17 16:33:20","2023-04-17 22:00:00","568.220000","464.000000","568.220000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36341","58589","To My Better Half Greeting Card","1","49.000000","49.000000","49.000000","58589","79","CZW_3165","Indiranagar","Bangalore","93","Dispatching","1","2023-04-17 16:33:20","2023-04-17 22:00:00","568.220000","464.000000","568.220000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36341","33523","Sparkle Candle","1","35.000000","35.000000","35.000000","33523","79","CZW_3165","Indiranagar","Bangalore","93","Dispatching","1","2023-04-17 16:33:20","2023-04-17 22:00:00","568.220000","464.000000","568.220000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36342","39876","Mango Fruit Eggless Cake - Select Weight : 500 gms (Serves 4-6)","1","489.000000","577.020000","489.000000","39876","89","CZW_11701","Whitefield","Bangalore","93","Dispatching","0","2023-04-17 16:39:16","2023-04-17 16:39:16","477.020000","389.000000","477.020000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36343","89088","Pineapple Vanilla Eggless Cake - Select Weight : 500 gms (Serves 4-6)","1","479.000000","565.220000","479.000000","89088","79","CZW_3165","Indiranagar","Bangalore","93","Dispatching","0","2023-04-17 16:40:41","2023-04-17 16:40:41","465.220000","379.000000","465.220000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36344","35269","Rasmalai Cake - Select Weight : 1 Kg (Serves 9-10)","1","989.000000","1167.020000","989.000000","35269","118","CZW_3181","KPHB","Hyderabad","106","Delivered - Shipsy","1","2023-04-17 16:44:38","2023-04-17 17:00:00","772.040000","578.000000","772.040000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-17"
"36344","34714","Pineapple Pastry","1","89.000000","105.020000","89.000000","34714","118","CZW_3181","KPHB","Hyderabad","106","Delivered - Shipsy","1","2023-04-17 16:44:38","2023-04-17 17:00:00","772.040000","578.000000","772.040000","0.000000","Pastries","2023-04-17","2023-04-17"
"36345","48853","Rasmalai Cake - Select Weight : 500 gms (Serves 4-6)","1","549.000000","647.820000","549.000000","48853","82","CZW_41103","kengeri","Bangalore","93","Dispatching","0","2023-04-17 16:54:54","2023-04-17 16:54:54","748.820000","650.000000","748.820000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-17"
"36345","48608","Knife and Candle","1","1.000000","1.000000","1.000000","48608","82","CZW_41103","kengeri","Bangalore","93","Dispatching","0","2023-04-17 16:54:54","2023-04-17 16:54:54","748.820000","650.000000","748.820000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36345","48610","Sparkle Candle","1","35.000000","35.000000","35.000000","48610","82","CZW_41103","kengeri","Bangalore","93","Dispatching","0","2023-04-17 16:54:54","2023-04-17 16:54:54","748.820000","650.000000","748.820000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36345","48612","Magic Candles","1","65.000000","65.000000","65.000000","48612","82","CZW_41103","kengeri","Bangalore","93","Dispatching","0","2023-04-17 16:54:54","2023-04-17 16:54:54","748.820000","650.000000","748.820000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36347","43096","Kaju Barfi Cake - Select Weight : 1 Kg (Serves 9-10)","1","1169.000000","1379.420000","1169.000000","43096","82","CZW_41103","kengeri","Bangalore","93","Dispatching","1","2023-04-17 16:59:22","2023-04-17 17:00:00","1692.440000","1358.000000","1692.440000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-17"
"36347","43124","Gulab Jamun Vanilla Cake - Select Weight : 500 gms (Serves 4-6)","1","689.000000","813.020000","689.000000","43124","82","CZW_41103","kengeri","Bangalore","93","Dispatching","1","2023-04-17 16:59:22","2023-04-17 17:00:00","1692.440000","1358.000000","1692.440000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-17"
"36346","26464","Death by Chocolate Eggless Cake - Select Size : 500 gms (Serves 4-6)","1","549.000000","647.820000","549.000000","26464","148","CZW_56641","Pimpiri","Pune","106","Delivered - Shipsy","0","2023-04-17 16:57:43","2023-04-17 16:57:43","647.820000","549.000000","647.820000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36348","31925","Layered Chocolate Truffle Eggless Cake - Select Weight : 500 gms (Serves 4-6)","1","629.000000","742.220000","629.000000","31925","78","CZW_55007","Hennur","Bangalore","93","Dispatching","0","2023-04-17 17:16:39","2023-04-17 17:16:39","743.220000","630.000000","743.220000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36348","31589","Knife and Candle","1","1.000000","1.000000","1.000000","31589","78","CZW_55007","Hennur","Bangalore","93","Dispatching","0","2023-04-17 17:16:39","2023-04-17 17:16:39","743.220000","630.000000","743.220000","0.000000","Optional Addons","2023-04-17","2023-04-17"
